project_id,deployment_id,image_id,location,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,highlighted,age,sex,animal_recognizable,individual_id,individual_animal_notes,markings,external_sequence_id
KONPLONG19-20,KPL-275-69021,275__69021__2019-06-27__20-52-39(1).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-06-27__20-52-39(1).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-06-27 20:52:39,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-06-27__20-54-44(2).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-06-27__20-54-44(2).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-06-27 20:54:44,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-06-28__02-08-54(1).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-06-28__02-08-54(1).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-06-28 02:08:54,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-07-06__04-17-50(1).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-07-06__04-17-50(1).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-07-06 04:17:50,2,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-07-06__04-18-32(1).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-07-06__04-18-32(1).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-07-06 04:18:32,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-07-06__20-57-46(1).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-07-06__20-57-46(1).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-07-06 20:57:46,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-07-06__20-58-27(1).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-07-06__20-58-27(1).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-07-06 20:58:27,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-07-07__02-31-07(1).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-07-07__02-31-07(1).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-07-07 02:31:07,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-07-07__02-31-37(2).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-07-07__02-31-37(2).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-07-07 02:31:37,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-07-07__02-38-11(1).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-07-07__02-38-11(1).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-07-07 02:38:11,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-07-07__02-40-25(1).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-07-07__02-40-25(1).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-07-07 02:40:25,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-07-09__03-40-15(1).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-07-09__03-40-15(1).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-07-09 03:40:15,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-07-09__03-40-36(2).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-07-09__03-40-36(2).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-07-09 03:40:36,1,,,,,,,,
KONPLONG19-20,KPL-275-69021,275__69021__2019-07-10__00-05-32(1).JPG,gs://ffi_vietnam/KONPLONG19-20/275__69021__2019-07-10__00-05-32(1).JPG,Tam Nguyen,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's Civet,Absolutely sure,2019-07-10 00:05:32,1,,,,,,,,
