project_id,deployment_id,subproject_name,subproject_design,placename,longitude,latitude,start_date,end_date,event_name,event_description,event_type,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,recorded_by,plot_treatment,plot_treatment_description,detection_distance
KONPLONG19-20,KPL-275-69021,Phase 01,From 27/04/2019 to 20/09/2019,KPL-275-69021,108.33109086,14.7426742,2019-04-13 14:27:00,2019-07-10 11:22:00,,,,None,,None,,CAM69021,0,Unknown Failure,Knee height,,Parallel,,,,,
KONPLONG19-20,KPL-275-69008,Phase 01,From 27/04/2019 to 20/09/2019,KPL-275-69008,108.3311735,14.74274742,2019-04-13 14:23:00,2019-07-19 16:24:00,,,,None,,None,,CAM69008,0,Unknown Failure,Knee height,,Parallel,,,,,
