0;108.17440595;14.99425151;0.000
1;108.17446287;14.99416190;0.000
2;108.19699827;14.99748421;0.000
3;108.19710141;14.99741323;0.000
4;108.22043060;14.99404139;0.000
5;108.22053327;14.99400651;0.000
6;108.17064153;14.96961162;0.000
7;108.17067845;14.96963014;0.000
8;108.20180929;14.97049305;0.000
9;108.20169993;14.97032913;0.000
10;108.21580515;14.96874964;0.000
11;108.21585125;14.96877730;0.000
12;108.24339101;14.97155060;0.000
13;108.24333608;14.97148671;0.000
14;108.14792838;14.94769819;0.000
15;108.14790100;14.94766172;0.000
16;108.16880866;14.95071276;0.000
17;108.16893822;14.95075049;0.000
18;108.19379999;14.94842023;0.000
19;108.19379870;14.94851956;0.000
20;108.21777345;14.94797305;0.000
21;108.21782895;14.94799180;0.000
22;108.24175102;14.94795693;0.000
23;108.24163015;14.94796450;0.000
24;108.17163821;14.92618171;0.000
25;108.17168287;14.92631774;0.000
26;108.19438274;14.92501692;0.000
27;108.19452405;14.92486511;0.000
28;108.22144167;14.92424551;0.000
29;108.22141427;14.92420905;0.000
30;108.17102574;14.90554579;0.000
31;108.17106217;14.90560043;0.000
32;108.19359652;14.90113615;0.000
33;108.19362531;14.90106425;0.000
34;108.22328828;14.90123627;0.000
35;108.22320551;14.90117205;0.000
36;108.19362249;14.88048968;0.000
37;108.19364859;14.88062548;0.000
38;108.22028604;14.87607276;0.000
39;108.22025714;14.87615370;0.000
40;108.24042583;14.87852891;0.000
41;108.24032392;14.87850962;0.000
42;108.26533364;14.87854738;0.000
43;108.26524950;14.87859153;0.000
44;108.28782931;14.87913978;0.000
45;108.28782931;14.87913978;0.000
46;108.21740909;14.85708869;0.000
47;108.21742790;14.85707086;0.000
48;108.24054309;14.85981567;0.000
49;108.24049804;14.85970675;0.000
50;108.25861384;14.85616640;0.000
51;108.25851046;14.85626452;0.000
52;108.28639979;14.85531327;0.000
53;108.28629608;14.85543850;0.000
54;108.30876270;14.85521519;0.000
55;108.30875364;14.85519702;0.000
56;108.21513663;14.83587204;0.000
57;108.21518374;14.83581841;0.000
58;108.24145808;14.83601783;0.000
59;108.24131034;14.83595283;0.000
60;108.26123878;14.83577566;0.000
61;108.26124015;14.83566729;0.000
62;108.28618328;14.83546634;0.000
63;108.28615397;14.83558342;0.000
64;108.30894847;14.83195834;0.000
65;108.30888448;14.83187630;0.000
66;108.33054380;14.83295078;0.000
67;108.33058094;14.83295121;0.000
68;108.35221842;14.83281300;0.000
69;108.35221842;14.83281300;0.000
70;108.23796922;14.81900447;0.000
71;108.23776007;14.81865874;0.000
72;108.28530592;14.81572903;0.000
73;108.28537045;14.81576592;0.000
74;108.30938941;14.81130583;0.000
75;108.30937039;14.81134174;0.000
76;108.33035090;14.81157697;0.000
77;108.33036869;14.81164041;0.000
78;108.23744887;14.78900233;0.000
79;108.23747843;14.78886720;0.000
80;108.26207920;14.79107557;0.000
81;108.26156925;14.79102435;0.000
82;108.28122406;14.78865567;0.000
83;108.28127104;14.78861106;0.000
84;108.31005236;14.79068297;0.000
85;108.31006198;14.79065599;0.000
86;108.33033381;14.78870573;0.000
87;108.33026894;14.78869595;0.000
88;108.35525399;14.78621985;0.000
89;108.35527244;14.78622910;0.000
90;108.26246957;14.76882445;0.000
91;108.26253476;14.76880716;0.000
92;108.28422180;14.76856657;0.000
93;108.28422136;14.76860270;0.000
94;108.30766874;14.76866061;0.000
95;108.30760210;14.76879532;0.000
96;108.32970989;14.76456284;0.000
97;108.32970989;14.76456284;0.000
98;108.35809585;14.76771674;0.000
99;108.35800991;14.76791448;0.000
100;108.25991683;14.74512034;0.000
101;108.25991773;14.74504809;0.000
102;108.28569910;14.74452128;0.000
103;108.28570805;14.74454848;0.000
104;108.30716132;14.74503425;0.000
105;108.30718760;14.74516101;0.000
106;108.33109086;14.74267420;0.000
107;108.33117350;14.74274742;0.000
108;108.35254010;14.74200849;0.000
109;108.35251193;14.74203527;0.000
110;108.26186242;14.72238177;0.000
111;108.26198587;14.72215742;0.000
112;108.28599491;14.72139239;0.000
113;108.28593934;14.72138271;0.000
114;108.30824391;14.72037857;0.000
115;108.30848584;14.72032719;0.000
116;108.32982032;14.72126074;0.000
117;108.32980994;14.72135095;0.000
118;108.35083378;14.71884648;0.000
119;108.35085267;14.71881959;0.000
120;108.25921501;14.70103400;0.000
121;108.25920494;14.70109711;0.000
122;108.28390951;14.70017757;0.000
123;108.28378006;14.70013993;0.000
124;108.25980959;14.67641870;0.000
125;108.25989072;14.67660934;0.000
126;108.28410462;14.67537644;0.000
127;108.28412183;14.67548503;0.000
128;108.26082872;14.65491549;0.000
129;108.26083721;14.65497882;0.000
130;108.42106972;14.80654975;0.000
131;108.42105212;14.80646825;0.000
132;108.37632802;14.78702970;0.000
133;108.37636537;14.78701206;0.000
134;108.39866484;14.78864682;0.000
135;108.39868297;14.78868316;0.000
?
?
138;108.44696438;14.78687417;0.000
139;108.44705689;14.78690230;0.000
140;108.47133227;14.78642001;0.000
141;108.47130337;14.78651003;0.000
142;108.37880144;14.76272261;0.000
143;108.37876431;14.76272219;0.000
144;108.39946452;14.76749094;0.000
145;108.39942803;14.76743633;0.000
146;108.42738591;14.76539187;0.000
147;108.42731197;14.76536395;0.000
148;108.44748511;14.76455804;0.000
149;108.44748574;14.76450384;0.000
150;108.37817657;14.74282456;0.000
151;108.37801750;14.74293115;0.000
152;108.40012965;14.74042573;0.000
153;108.40009177;14.74048853;0.000
?
?
156;108.44661894;14.74172969;0.000
157;108.44663772;14.74171183;0.000
?
?
?
?
162;108.37687540;14.71970304;0.000
163;108.37684820;14.71964853;0.000
164;108.40025601;14.71881953;0.000
165;108.40033089;14.71876617;0.000
166;108.42336924;14.72017095;0.000
167;108.42336903;14.72018901;0.000
